stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
16059,,"Den Haag, Tholensestraat",52.086294,4.255624,0,,,0.0,
16071,,"Den Haag, Goudriaankade",52.06792,4.327979,0,,,0.0,
16074,,"Den Haag, Oudemansstraat",52.063202000000004,4.325087,0,,,1.0,
16090,,"Den Haag, Doctor van Welylaan",52.084387,4.258284,0,,,0.0,
16096,,"Den Haag, Heeswijkplein",52.051891,4.303048,0,,,1.0,
16097,,"Den Haag, Heeswijkplein",52.052119,4.303392,0,,,0.0,
16106,,"Den Haag, Weteringplein",52.075031,4.328147,0,,,1.0,
16107,,"Den Haag, Stuyvesantstraat",52.081827000000004,4.34224,0,,,0.0,
16108,,"Den Haag, Groot Hertoginnelaan",52.085114000000004,4.2827779999999995,0,,,0.0,
16110,,"Den Haag, Stuyvesantplein",52.084384,4.342691,0,,,0.0,
16111,,"Den Haag, Stuyvesantplein",52.08462,4.342948000000001,0,,,0.0,
16114,,"Den Haag, Station Laan van NOI",52.079425,4.345053,0,,,1.0,
16117,,"Den Haag, Kurhaus",52.113580999999996,4.283739,0,,,1.0,
16120,,"Den Haag, Alberdingk Thijmstraat",52.055826,4.311701,0,,,1.0,
16121,,"Den Haag, Alberdingk Thijmstraat",52.05592,4.312078,0,,,1.0,
16122,,"Den Haag, Goudenregenstraat",52.074985,4.266719999999999,0,,,1.0,
16135,,"Den Haag, Hofzichtlaan",52.094017,4.362897,0,,,1.0,
16137,,"Den Haag, Steenwijklaan",52.041362,4.277692,0,,,1.0,
16138,,"Den Haag, Steenwijklaan",52.041883,4.276701999999999,0,,,1.0,
16139,,"Den Haag, Carel Reinierszkade",52.087031,4.3483339999999995,0,,,1.0,
16140,,"Den Haag, Kamperfoeliestraat",52.066860999999996,4.27073,0,,,1.0,
16141,,"Den Haag, Valkenboslaan",52.068399,4.275592,0,,,1.0,
16144,,"Den Haag, Fahrenheitstraat",52.069348,4.279025,0,,,1.0,
16146,,"Den Haag, Tienhovenselaan",52.064721,4.277317,0,,,1.0,
16147,,"Den Haag, Fahrenheitstraat",52.069656,4.280257,0,,,1.0,
16149,,"Den Haag, Leggelostraat",52.044556,4.276053,0,,,1.0,
16155,,"Den Haag, Monnickendamplein",52.062241,4.270772,0,,,1.0,
16156,,"Den Haag, Leyenburg",52.057107,4.265899,0,,,1.0,A
16159,,"Den Haag, Monnickendamplein",52.061966,4.27021,0,,,1.0,
16160,,"Den Haag, Gruttosingel",52.048871999999996,4.383319999999999,0,,,1.0,
16170,,"Den Haag, Burgemeester Hovylaan",52.055263000000004,4.241507,0,,,0.0,
16171,,"Den Haag, Loosduinse Hoofdstraat",52.054027000000005,4.239205,0,,,0.0,
